name,pos,cap_hit,cap_percent,season,team
Stedman Bailey,WR,583908,0.45,2014,St. Louis Rams
Tre Mason,RB,579375,0.44,2014,St. Louis Rams
Rodney McLeod,FS,571333,0.44,2014,St. Louis Rams
Tim Barnes,C,570000,0.44,2014,St. Louis Rams
Austin Davis,QB,570000,0.44,2014,St. Louis Rams
Cory Harkey,FB,570000,0.44,2014,St. Louis Rams
Andrew Donnal,RT,559233,0.4,2015,St. Louis Rams
Zac Stacy,RB,539125,0.41,2014,St. Louis Rams
Maurice Alexander,SS,536065,0.41,2014,St. Louis Rams
Ethan Westbrooks,DE,516666,0.37,2015,St. Louis Rams
Marcus Roberson,CB,515000,0.37,2015,St. Louis Rams
Benny Cunningham,RB,498333,0.38,2014,St. Louis Rams
Cody Davis,FS,495000,0.38,2014,St. Louis Rams
Chase Reynolds,RB,495000,0.38,2014,St. Louis Rams
Daren Bates,ILB,495000,0.38,2014,St. Louis Rams
Cody Wichmann,G,457621,0.33,2015,St. Louis Rams
Bryce Hager,ILB,453035,0.32,2015,St. Louis Rams
E.J. Gaines,CB,446918,0.34,2014,St. Louis Rams
Demetrius Rhaney,C,446474,0.32,2015,St. Louis Rams
Bradley Marquez,WR,437166,0.31,2015,St. Louis Rams
Cameron Lynch,OLB,435666,0.31,2015,St. Louis Rams
Ethan Westbrooks,DT,426666,0.33,2014,St. Louis Rams
Marcus Roberson,CB,425000,0.32,2014,St. Louis Rams
Alex Bayer,TE,423333,0.32,2014,St. Louis Rams
Trey Watts,RB,422000,0.32,2014,St. Louis Rams
Will Herring,LB,402353,0.31,2014,St. Louis Rams
E.J. Gaines,CB,359918,0.26,2015,St. Louis Rams
Wes Welker,WR,275294,0.2,2015,St. Louis Rams
Brandon Washington,RT,262058,0.2,2014,St. Louis Rams
Christian Bryant,FS,255882,0.18,2015,St. Louis Rams
Brian Folkerts,C,240882,0.17,2015,St. Louis Rams
Eric Kush,G,240882,0.17,2015,St. Louis Rams
Matt Longacre,DE,230294,0.16,2015,St. Louis Rams
Korey Toomer,OLB,222352,0.17,2014,St. Louis Rams
Isaiah Battle,LT,179117,0.13,2015,St. Louis Rams
Justice Cunningham,TE,123529,0.09,2014,St. Louis Rams
Louis Trinca-Pasat,DT,76764,0.05,2015,St. Louis Rams
Nick Toon,WR,34411,0.02,2015,St. Louis Rams
Troy Hill,CB,25588,0.02,2015,St. Louis Rams
Malcolm Brown,RB,25588,0.02,2015,St. Louis Rams
Tom Brady,QB,25000000,12.25,2020,Tampa Bay Buccaneers
Gerald McCoy,DT,21295000,15.28,2014,Tampa Bay Buccaneers
Jameis Winston,QB,20922000,10.73,2019,Tampa Bay Buccaneers
Mike Evans,WR,18258000,9.49,2018,Tampa Bay Buccaneers
Shaquil Barrett,OLB,15828000,7.75,2020,Tampa Bay Buccaneers
Gerald McCoy,DT,14595000,10.07,2015,Tampa Bay Buccaneers
Donovan Smith,LT,14500000,7.1,2020,Tampa Bay Buccaneers
Gerald McCoy,DT,13750000,7.97,2017,Tampa Bay Buccaneers
Gerald McCoy,DT,13000000,8.07,2016,Tampa Bay Buccaneers
Jason Pierre-Paul,OLB,12800000,6.27,2020,Tampa Bay Buccaneers
Gerald McCoy,DT,12750000,6.63,2018,Tampa Bay Buccaneers
Jason Pierre-Paul,DE,12500000,6.5,2018,Tampa Bay Buccaneers
DeSean Jackson,WR,12500000,7.24,2017,Tampa Bay Buccaneers
Donovan Smith,LT,12500000,6.41,2019,Tampa Bay Buccaneers
Vincent Jackson,WR,12432000,8.92,2014,Tampa Bay Buccaneers
Ryan Jensen,C,12000000,6.24,2018,Tampa Bay Buccaneers
Ali Marpet,G,11025000,5.66,2019,Tampa Bay Buccaneers
DeSean Jackson,WR,11000000,5.72,2018,Tampa Bay Buccaneers
Lavonte David,ILB,10750000,5.27,2020,Tampa Bay Buccaneers
Lavonte David,OLB,10000000,6.21,2016,Tampa Bay Buccaneers
Ryan Jensen,C,10000000,5.13,2019,Tampa Bay Buccaneers
Ryan Jensen,C,10000000,4.9,2020,Tampa Bay Buccaneers
Lavonte David,OLB,9750000,5,2019,Tampa Bay Buccaneers
Ndamukong Suh,DE,9250000,4.74,2019,Tampa Bay Buccaneers
Rob Gronkowski,TE,9250000,4.53,2020,Tampa Bay Buccaneers
Michael Johnson,DE,9000000,6.46,2014,Tampa Bay Buccaneers
Dashon Goldson,FS,9000000,6.46,2014,Tampa Bay Buccaneers
Lavonte David,OLB,8750000,4.55,2018,Tampa Bay Buccaneers
Mike Evans,WR,8387500,4.11,2020,Tampa Bay Buccaneers
Alterraun Verner,CB,8250000,5.92,2014,Tampa Bay Buccaneers
Ndamukong Suh,DT,8000000,3.92,2020,Tampa Bay Buccaneers
Brent Grimes,CB,8000000,4.64,2017,Tampa Bay Buccaneers
Brent Grimes,CB,8000000,4.96,2016,Tampa Bay Buccaneers
Brent Grimes,CB,8000000,4.16,2018,Tampa Bay Buccaneers
Jameis Winston,QB,7941903,4.13,2018,Tampa Bay Buccaneers
Doug Martin,RB,7764706,4.82,2016,Tampa Bay Buccaneers
Robert Ayers,DE,7750000,4.81,2016,Tampa Bay Buccaneers
Jason Pierre-Paul,DE,7750000,3.98,2019,Tampa Bay Buccaneers
Cameron Brate,TE,7000000,3.59,2019,Tampa Bay Buccaneers
Cameron Brate,TE,7000000,3.64,2018,Tampa Bay Buccaneers
Logan Mankins,G,7000000,4.83,2015,Tampa Bay Buccaneers
William Gholston,DE,7000000,4.06,2017,Tampa Bay Buccaneers
Jameis Winston,QB,6913985,4.01,2017,Tampa Bay Buccaneers
Ali Marpet,G,6900000,3.38,2020,Tampa Bay Buccaneers
Devin White,ILB,6752685,3.31,2020,Tampa Bay Buccaneers
Alterraun Verner,CB,6750000,4.19,2016,Tampa Bay Buccaneers
William Gholston,DE,6500000,3.38,2018,Tampa Bay Buccaneers
Vinny Curry,DE,6500000,3.38,2018,Tampa Bay Buccaneers
Logan Mankins,G,6250000,4.49,2014,Tampa Bay Buccaneers
Robert Ayers,DE,6250000,3.62,2017,Tampa Bay Buccaneers
Lavonte David,OLB,6104642,4.21,2015,Tampa Bay Buccaneers
Anthony Collins,LT,6000000,4.31,2014,Tampa Bay Buccaneers
Lavonte David,OLB,6000000,3.48,2017,Tampa Bay Buccaneers
Chris Baker,DT,6000000,3.48,2017,Tampa Bay Buccaneers
Doug Martin,RB,5764705,3.34,2017,Tampa Bay Buccaneers
Jameis Winston,QB,5761654,3.58,2016,Tampa Bay Buccaneers
Devin White,LB,5330148,2.73,2019,Tampa Bay Buccaneers
Beau Allen,DT,5000000,2.6,2018,Tampa Bay Buccaneers
Shaquil Barrett,OLB,5000000,2.56,2019,Tampa Bay Buccaneers
Demar Dotson,RT,4803125,2.46,2019,Tampa Bay Buccaneers
Demar Dotson,RT,4803125,2.5,2018,Tampa Bay Buccaneers
William Gholston,DE,4750000,2.33,2020,Tampa Bay Buccaneers
Josh McCown,QB,4750000,3.41,2014,Tampa Bay Buccaneers
Mike Evans,WR,4655478,2.7,2017,Tampa Bay Buccaneers
T.J. Ward,SS,4625000,2.68,2017,Tampa Bay Buccaneers
Jameis Winston,QB,4609323,3.18,2015,Tampa Bay Buccaneers
Gosder Cherilus,RT,4500000,2.79,2016,Tampa Bay Buccaneers
Evan Smith,C,4500000,2.61,2017,Tampa Bay Buccaneers
Cameron Brate,TE,4250000,2.08,2020,Tampa Bay Buccaneers
Alterraun Verner,CB,4250000,2.93,2015,Tampa Bay Buccaneers
Bruce Carter,ILB,4250000,2.93,2015,Tampa Bay Buccaneers
Demar Dotson,RT,4250000,2.64,2016,Tampa Bay Buccaneers
Vita Vea,DT,4042974,1.98,2020,Tampa Bay Buccaneers
Breshad Perriman,WR,4000000,2.05,2019,Tampa Bay Buccaneers
Beau Allen,DT,4000000,2.05,2019,Tampa Bay Buccaneers
Bryan Anger,P,4000000,2.32,2017,Tampa Bay Buccaneers
Mike Evans,WR,3990410,2.48,2016,Tampa Bay Buccaneers
Henry Melton,DT,3750000,2.59,2015,Tampa Bay Buccaneers
William Gholston,DE,3750000,1.92,2019,Tampa Bay Buccaneers
Evan Smith,C,3750000,2.59,2015,Tampa Bay Buccaneers
Ryan Fitzpatrick,QB,3675000,2.13,2017,Tampa Bay Buccaneers
Evan Smith,C,3500000,2.51,2014,Tampa Bay Buccaneers
Clinton McDonald,DT,3500000,2.51,2014,Tampa Bay Buccaneers
Joe Hawley,C,3500000,2.17,2016,Tampa Bay Buccaneers
Vita Vea,DT,3369145,1.73,2019,Tampa Bay Buccaneers
Mike Evans,WR,3325341,2.29,2015,Tampa Bay Buccaneers
Ryan Fitzpatrick,QB,3300000,1.72,2018,Tampa Bay Buccaneers
Clinton McDonald,DT,3250000,2.02,2016,Tampa Bay Buccaneers
Michael Koenen,P,3250000,2.33,2014,Tampa Bay Buccaneers
Josh Robinson,CB,3125000,1.81,2017,Tampa Bay Buccaneers
O.J. Howard,TE,3025805,1.55,2019,Tampa Bay Buccaneers
Christopher Conte,FS,3000000,1.86,2016,Tampa Bay Buccaneers
Daryl Smith,ILB,3000000,1.86,2016,Tampa Bay Buccaneers
Bryan Anger,P,3000000,1.56,2018,Tampa Bay Buccaneers
Tristan Wirfs,T,2950550,1.45,2020,Tampa Bay Buccaneers
Adam Humphries,WR,2914000,1.51,2018,Tampa Bay Buccaneers
Joe Hawley,C,2875000,1.67,2017,Tampa Bay Buccaneers
Christopher Conte,FS,2875000,1.67,2017,Tampa Bay Buccaneers
George Johnson,DE,2750000,1.9,2015,Tampa Bay Buccaneers
Bradley Pinion,P,2700000,1.32,2020,Tampa Bay Buccaneers
Vita Vea,DT,2695316,1.4,2018,Tampa Bay Buccaneers
Mike Evans,WR,2660273,1.91,2014,Tampa Bay Buccaneers
Adrian Clayborn,DE,2612325,1.87,2014,Tampa Bay Buccaneers
Bradley Pinion,P,2600000,1.33,2019,Tampa Bay Buccaneers
Vernon Hargreaves,CB,2577756,1.6,2016,Tampa Bay Buccaneers
Bradley McDougald,SS,2553000,1.58,2016,Tampa Bay Buccaneers
Evan Smith,C,2500000,1.55,2016,Tampa Bay Buccaneers
Demar Dotson,RT,2500000,1.73,2015,Tampa Bay Buccaneers
Leonard Fournette,RB,2500000,1.22,2020,Tampa Bay Buccaneers
Gosder Cherilus,RT,2500000,1.73,2015,Tampa Bay Buccaneers
Chris Godwin,WR,2331041,1.14,2020,Tampa Bay Buccaneers
Joe Haeg,RT,2300000,1.13,2020,Tampa Bay Buccaneers
Brandon Myers,TE,2291666,1.64,2014,Tampa Bay Buccaneers
Doug Martin,RB,2159668,1.49,2015,Tampa Bay Buccaneers
Peyton Barber,RB,2125000,1.09,2019,Tampa Bay Buccaneers
Carl Nassib,OLB,2025000,1.04,2019,Tampa Bay Buccaneers
Clinton McDonald,DT,2000000,1.16,2017,Tampa Bay Buccaneers
Demar Dotson,RT,2000000,1.44,2014,Tampa Bay Buccaneers
Josh Robinson,CB,2000000,1.24,2016,Tampa Bay Buccaneers
Donovan Smith,LT,1931000,1,2018,Tampa Bay Buccaneers
Ronald Jones II,RB,1928702,0.94,2020,Tampa Bay Buccaneers
Brandon Myers,TE,1916668,1.19,2016,Tampa Bay Buccaneers
Mike Jenkins,CB,1875000,1.35,2014,Tampa Bay Buccaneers
Doug Martin,RB,1851144,1.33,2014,Tampa Bay Buccaneers
Kevin Pamphile,G,1846625,1.07,2017,Tampa Bay Buccaneers
Mike Glennon,QB,1830375,1.14,2016,Tampa Bay Buccaneers
Akeem Spence,DT,1792071,1.11,2016,Tampa Bay Buccaneers
William Gholston,DE,1771136,1.1,2016,Tampa Bay Buccaneers
Ryan Smith,CB,1750000,0.86,2020,Tampa Bay Buccaneers
Bryan Anger,P,1750000,1.09,2016,Tampa Bay Buccaneers
Jacquizz Rodgers,RB,1700000,0.99,2017,Tampa Bay Buccaneers
Ryan Smith,CB,1696569,0.87,2019,Tampa Bay Buccaneers
Sean Bunting,CB,1676363,0.82,2020,Tampa Bay Buccaneers
Russell Shepard,WR,1671000,1.04,2016,Tampa Bay Buccaneers
Donovan Smith,LT,1655144,0.96,2017,Tampa Bay Buccaneers
Noah Spence,DE,1646264,0.86,2018,Tampa Bay Buccaneers
Ryan Griffin,QB,1645000,0.81,2020,Tampa Bay Buccaneers
Ronald Jones II,RB,1607251,0.82,2019,Tampa Bay Buccaneers
Ali Marpet,G,1600687,0.83,2018,Tampa Bay Buccaneers
Jacquizz Rodgers,RB,1600000,0.83,2018,Tampa Bay Buccaneers
Luke Stocker,TE,1600000,0.99,2016,Tampa Bay Buccaneers
Mason Foster,ILB,1562250,1.12,2014,Tampa Bay Buccaneers
Bobby Rainey,RB,1542000,1.06,2015,Tampa Bay Buccaneers
Sterling Moore,CB,1525000,1.05,2015,Tampa Bay Buccaneers
Luke Stocker,TE,1500000,1.04,2015,Tampa Bay Buccaneers
Rakeem Nunez-Roches,DE,1500000,0.73,2020,Tampa Bay Buccaneers
Tony McDaniel,DT,1500000,1.04,2015,Tampa Bay Buccaneers
Ryan Griffin,QB,1393750,0.72,2018,Tampa Bay Buccaneers
Donovan Smith,LT,1379286,0.86,2016,Tampa Bay Buccaneers
Sean Bunting,CB,1341090,0.69,2019,Tampa Bay Buccaneers
Antoine Winfield Jr.,S,1328579,0.65,2020,Tampa Bay Buccaneers
Johnthan Banks,CB,1288997,0.89,2015,Tampa Bay Buccaneers
Ronald Jones II,RB,1285801,0.67,2018,Tampa Bay Buccaneers
Ryan Griffin,QB,1255000,0.64,2019,Tampa Bay Buccaneers
Major Wright,S,1250000,0.86,2015,Tampa Bay Buccaneers
Antony Auclair,TE,1250000,0.61,2020,Tampa Bay Buccaneers
Antonio Brown,WR,1250000,0.61,2020,Tampa Bay Buccaneers
Joe Hawley,C,1250000,0.86,2015,Tampa Bay Buccaneers
Dane Fletcher,ILB,1200000,0.86,2014,Tampa Bay Buccaneers
Carlton Davis,CB,1198122,0.59,2020,Tampa Bay Buccaneers
Austin Seferian-Jenkins,TE,1194301,0.82,2015,Tampa Bay Buccaneers
Brandon Myers,TE,1166666,0.81,2015,Tampa Bay Buccaneers
M.J. Stewart,CB,1155253,0.59,2019,Tampa Bay Buccaneers
Ryan Griffin,QB,1150000,0.67,2017,Tampa Bay Buccaneers
Da'Quan Bowers,DT,1120820,0.8,2014,Tampa Bay Buccaneers
Donovan Smith,LT,1103429,0.76,2015,Tampa Bay Buccaneers
Sealver Siliga,DT,1100000,0.64,2017,Tampa Bay Buccaneers
Noah Spence,DE,1097509,0.68,2016,Tampa Bay Buccaneers
Johnthan Banks,CB,1074164,0.77,2014,Tampa Bay Buccaneers
Adarius Taylor,OLB,1040000,0.54,2018,Tampa Bay Buccaneers
Keith Tandy,FS,1010000,0.63,2016,Tampa Bay Buccaneers
Carlton Davis,CB,998435,0.51,2019,Tampa Bay Buccaneers
Steve McLendon,DT,965073,0.47,2020,Tampa Bay Buccaneers
Austin Seferian-Jenkins,TE,955440,0.69,2014,Tampa Bay Buccaneers
Charles Sims,RB,950023,0.55,2017,Tampa Bay Buccaneers
Lavonte David,OLB,946836,0.68,2014,Tampa Bay Buccaneers
Darian Stewart,FS,930000,0.48,2019,Tampa Bay Buccaneers
M.J. Stewart,CB,924202,0.48,2018,Tampa Bay Buccaneers
Jordan Whitehead,S,916814,0.45,2020,Tampa Bay Buccaneers
Kevin Minter,ILB,887500,0.43,2020,Tampa Bay Buccaneers
Blaine Gabbert,QB,887500,0.43,2020,Tampa Bay Buccaneers
Jamel Dean,CB,886713,0.43,2020,Tampa Bay Buccaneers
Mike Edwards,S,880545,0.43,2020,Tampa Bay Buccaneers
Chris Godwin,WR,875041,0.45,2019,Tampa Bay Buccaneers
Earl Watford,G,870000,0.45,2019,Tampa Bay Buccaneers
Anthony Nelson,OLB,868760,0.43,2020,Tampa Bay Buccaneers
Ke'Shawn Vaughn,RB,864727,0.42,2020,Tampa Bay Buccaneers
Ali Marpet,C,857633,0.53,2016,Tampa Bay Buccaneers
Andrew Adams,S,850000,0.42,2020,Tampa Bay Buccaneers
Mike Glennon,QB,846563,0.58,2015,Tampa Bay Buccaneers
Keith Tandy,FS,840000,0.49,2017,Tampa Bay Buccaneers
Justin Watson,WR,825434,0.4,2020,Tampa Bay Buccaneers
Mike Jenkins,CB,825000,0.57,2015,Tampa Bay Buccaneers
Alex Cappa,G,813426,0.42,2019,Tampa Bay Buccaneers
Carlton Davis,CB,798748,0.42,2018,Tampa Bay Buccaneers
Chris Godwin,WR,779541,0.41,2018,Tampa Bay Buccaneers
Ryan Smith,CB,778040,0.4,2018,Tampa Bay Buccaneers
Josh Wells,RT,775000,0.38,2020,Tampa Bay Buccaneers
Carl Nassib,DE,773000,0.4,2018,Tampa Bay Buccaneers
Luke Stocker,TE,763172,0.55,2014,Tampa Bay Buccaneers
LeSean McCoy,RB,750000,0.37,2020,Tampa Bay Buccaneers
Ryan Succop,K,750000,0.37,2020,Tampa Bay Buccaneers
Aaron Stinnie,G,750000,0.37,2020,Tampa Bay Buccaneers
Pat O'Connor,DT,750000,0.37,2020,Tampa Bay Buccaneers
Roberto Aguayo,K,736830,0.46,2016,Tampa Bay Buccaneers
Rakeem Nunez-Roches,DE,735000,0.38,2019,Tampa Bay Buccaneers
Kevin Minter,ILB,735000,0.38,2019,Tampa Bay Buccaneers
Kwon Alexander,ILB,734580,0.43,2017,Tampa Bay Buccaneers
Charles Sims,RB,726023,0.5,2015,Tampa Bay Buccaneers
Jerald Hawkins,T,720000,0.37,2019,Tampa Bay Buccaneers
Jacquizz Rodgers,RB,715294,0.44,2016,Tampa Bay Buccaneers
Scott Miller,WR,706960,0.35,2020,Tampa Bay Buccaneers
Jamel Dean,CB,706713,0.36,2019,Tampa Bay Buccaneers
Mike Glennon,QB,705469,0.51,2014,Tampa Bay Buccaneers
Cameron Lynch,OLB,705000,0.37,2018,Tampa Bay Buccaneers
Mike Edwards,S,700545,0.36,2019,Tampa Bay Buccaneers
Caleb Benenoch,G,693296,0.36,2018,Tampa Bay Buccaneers
Keith Tandy,FS,690150,0.48,2015,Tampa Bay Buccaneers
Cameron Brate,TE,690000,0.4,2017,Tampa Bay Buccaneers
Will Clarke,DE,690000,0.4,2017,Tampa Bay Buccaneers
Anthony Nelson,OLB,688760,0.35,2019,Tampa Bay Buccaneers
Tyler Johnson,WR,688605,0.34,2020,Tampa Bay Buccaneers
Ryan Smith,CB,688040,0.4,2017,Tampa Bay Buccaneers
Ali Marpet,C,686106,0.47,2015,Tampa Bay Buccaneers
William Gholston,DE,685136,0.47,2015,Tampa Bay Buccaneers
Alex Cappa,G,678426,0.35,2018,Tampa Bay Buccaneers
Andrew Adams,S,677647,0.35,2019,Tampa Bay Buccaneers
Zach Triner,LS,675000,0.33,2020,Tampa Bay Buccaneers
Chris Godwin,WR,663041,0.38,2017,Tampa Bay Buccaneers
Danny Lansanah,ILB,660000,0.46,2015,Tampa Bay Buccaneers
Khalil Davis,DT,653303,0.32,2020,Tampa Bay Buccaneers
Kevin Pamphile,G,649625,0.4,2016,Tampa Bay Buccaneers
Jordan Whitehead,SS,646814,0.34,2018,Tampa Bay Buccaneers
Justin Watson,WR,645434,0.33,2019,Tampa Bay Buccaneers
Kwon Alexander,ILB,644580,0.4,2016,Tampa Bay Buccaneers
Kendell Beckwith,OLB,641572,0.37,2017,Tampa Bay Buccaneers
Leonard Wester,T,636668,0.33,2018,Tampa Bay Buccaneers
Major Wright,S,635000,0.46,2014,Tampa Bay Buccaneers
Oniel Cousins,G,635000,0.46,2014,Tampa Bay Buccaneers
Garrison Sanborn,LS,630000,0.33,2018,Tampa Bay Buccaneers
Peyton Barber,RB,630000,0.33,2018,Tampa Bay Buccaneers
Cam Gill,OLB,618333,0.3,2020,Tampa Bay Buccaneers
Akeem Spence,DT,616071,0.44,2014,Tampa Bay Buccaneers
Robert McClain,CB,615000,0.36,2017,Tampa Bay Buccaneers
Adam Humphries,WR,615000,0.36,2017,Tampa Bay Buccaneers
Garrison Sanborn,LS,615000,0.36,2017,Tampa Bay Buccaneers
Ryan Russell,DE,615000,0.36,2017,Tampa Bay Buccaneers
Josh Wells,RT,607059,0.31,2019,Tampa Bay Buccaneers
Caleb Benenoch,T,603296,0.35,2017,Tampa Bay Buccaneers
Keith Tandy,FS,600150,0.43,2014,Tampa Bay Buccaneers
Adarius Taylor,OLB,600000,0.37,2016,Tampa Bay Buccaneers
Andrew DePaola,LS,600000,0.37,2016,Tampa Bay Buccaneers
Ryan Griffin,QB,600000,0.37,2016,Tampa Bay Buccaneers
Ryan Smith,CB,598040,0.37,2016,Tampa Bay Buccaneers
Tanner Hudson,TE,595588,0.29,2020,Tampa Bay Buccaneers
William Gholston,DE,595136,0.43,2014,Tampa Bay Buccaneers
Russell Shepard,WR,585000,0.4,2015,Tampa Bay Buccaneers
Bradley McDougald,SS,585000,0.4,2015,Tampa Bay Buccaneers
Jorvorskie Lane,FB,585000,0.4,2015,Tampa Bay Buccaneers
Matt Gay,K,576443,0.3,2019,Tampa Bay Buccaneers
Leonard Johnson,CB,572500,0.41,2014,Tampa Bay Buccaneers
Bobby Rainey,RB,570000,0.41,2014,Tampa Bay Buccaneers
Tanner Hudson,TE,570000,0.29,2019,Tampa Bay Buccaneers
Danny Lansanah,ILB,570000,0.41,2014,Tampa Bay Buccaneers
Connor Barth,K,569706,0.39,2015,Tampa Bay Buccaneers
Antony Auclair,TE,561666,0.29,2018,Tampa Bay Buccaneers
Kevin Pamphile,G,559625,0.39,2015,Tampa Bay Buccaneers
Justin Watson,WR,555434,0.29,2018,Tampa Bay Buccaneers
Michael Liedtke,G,555000,0.29,2018,Tampa Bay Buccaneers
Isaiah Johnson,S,555000,0.29,2018,Tampa Bay Buccaneers
Leonard Wester,T,546666,0.32,2017,Tampa Bay Buccaneers
Peyton Barber,RB,540000,0.31,2017,Tampa Bay Buccaneers
Javien Elliott,CB,540000,0.31,2017,Tampa Bay Buccaneers
Rakeem Nunez-Roches,DE,539118,0.28,2018,Tampa Bay Buccaneers
Larry English,OLB,536471,0.39,2014,Tampa Bay Buccaneers
Charles Sims,RB,535964,0.38,2014,Tampa Bay Buccaneers
Ross Cockrell,CB,529416,0.26,2020,Tampa Bay Buccaneers
Adam Humphries,WR,525000,0.33,2016,Tampa Bay Buccaneers
Mike James,RB,520788,0.37,2014,Tampa Bay Buccaneers
Andrew Adams,S,518812,0.27,2018,Tampa Bay Buccaneers
Caleb Benenoch,T,513296,0.32,2016,Tampa Bay Buccaneers
Jeremiah George,ILB,510000,0.35,2015,Tampa Bay Buccaneers
Jacquies Smith,OLB,510000,0.35,2015,Tampa Bay Buccaneers
Andrew DePaola,LS,510000,0.35,2015,Tampa Bay Buccaneers
Ryan Griffin,QB,510000,0.35,2015,Tampa Bay Buccaneers
Devante Bond,OLB,501176,0.29,2017,Tampa Bay Buccaneers
Russell Shepard,WR,495000,0.36,2014,Tampa Bay Buccaneers
Zach Triner,LS,495000,0.25,2019,Tampa Bay Buccaneers
Patrick Omameh,G,495000,0.36,2014,Tampa Bay Buccaneers
Garrett Gilkey,G,495000,0.36,2014,Tampa Bay Buccaneers
Bradley McDougald,SS,495000,0.36,2014,Tampa Bay Buccaneers
Dare Ogunbowale,RB,495000,0.25,2019,Tampa Bay Buccaneers
Antony Auclair,TE,471666,0.27,2017,Tampa Bay Buccaneers
Kevin Pamphile,G,469625,0.34,2014,Tampa Bay Buccaneers
Louis Murphy,WR,469412,0.34,2014,Tampa Bay Buccaneers
Pat O'Connor,DE,469406,0.24,2019,Tampa Bay Buccaneers
Chapelle Russell,LB,466470,0.23,2020,Tampa Bay Buccaneers
Leonard Wester,T,456666,0.28,2016,Tampa Bay Buccaneers
Peyton Barber,RB,450000,0.28,2016,Tampa Bay Buccaneers
Davonte Lambert,DE,450000,0.28,2016,Tampa Bay Buccaneers
Cameron Brate,TE,450000,0.31,2015,Tampa Bay Buccaneers
Robert Herron,WR,448000,0.32,2014,Tampa Bay Buccaneers
Jake Schum,P,435000,0.3,2015,Tampa Bay Buccaneers
Brandon Dixon,CB,420000,0.3,2014,Tampa Bay Buccaneers
Andrew DePaola,LS,420000,0.3,2014,Tampa Bay Buccaneers
Patrick Murray,K,420000,0.3,2014,Tampa Bay Buccaneers
Cameron Lynch,OLB,401470,0.25,2016,Tampa Bay Buccaneers
Alan Cross,TE,397050,0.25,2016,Tampa Bay Buccaneers
Jacquies Smith,OLB,395294,0.28,2014,Tampa Bay Buccaneers
Patrick Murray,K,381176,0.22,2017,Tampa Bay Buccaneers
Devante Harris,CB,370588,0.19,2018,Tampa Bay Buccaneers
Kenny Bell,WR,369209,0.25,2015,Tampa Bay Buccaneers
Devante Bond,OLB,359118,0.19,2018,Tampa Bay Buccaneers
Jude Adjei-Barimah,CB,358235,0.25,2015,Tampa Bay Buccaneers
Kadeem Edwards,G,356000,0.26,2014,Tampa Bay Buccaneers
Noah Dawkins,LB,349411,0.18,2019,Tampa Bay Buccaneers
Freddie Martino,WR,339705,0.21,2016,Tampa Bay Buccaneers
Orie Lemon,ILB,335294,0.24,2014,Tampa Bay Buccaneers
Javien Elliott,CB,333531,0.17,2018,Tampa Bay Buccaneers
Donteea Dye,WR,332647,0.23,2015,Tampa Bay Buccaneers
Howard Jones,OLB,332647,0.23,2015,Tampa Bay Buccaneers
Riley Bullough,ILB,326471,0.17,2018,Tampa Bay Buccaneers
Isaiah Frey,CB,320294,0.23,2014,Tampa Bay Buccaneers
Sealver Siliga,DT,312941,0.19,2016,Tampa Bay Buccaneers
Sam Acho,OLB,303528,0.16,2019,Tampa Bay Buccaneers
Cairo Santos,K,259412,0.13,2018,Tampa Bay Buccaneers
Adam Humphries,WR,255882,0.18,2015,Tampa Bay Buccaneers
Freddie Martino,WR,253235,0.15,2017,Tampa Bay Buccaneers
Josh Shaw,CB,248823,0.13,2018,Tampa Bay Buccaneers
T.J. Fatinikun,DE,247058,0.18,2014,Tampa Bay Buccaneers
Ryan Russell,DE,247058,0.15,2016,Tampa Bay Buccaneers
Aaron Stinnie,G,234703,0.12,2019,Tampa Bay Buccaneers
Kahzin Daniels,DE,232941,0.12,2019,Tampa Bay Buccaneers
Mazzi Wilkins,CB,203823,0.1,2019,Tampa Bay Buccaneers
Jeremiah Ledbetter,DE,198529,0.1,2020,Tampa Bay Buccaneers
Josh Keyes,ILB,179117,0.12,2015,Tampa Bay Buccaneers
Bobo Wilson,WR,163235,0.08,2018,Tampa Bay Buccaneers
Alan Cross,TE,158825,0.09,2017,Tampa Bay Buccaneers
Javien Elliott,CB,158820,0.1,2016,Tampa Bay Buccaneers
Kourtnei Brown,OLB,153529,0.11,2015,Tampa Bay Buccaneers
Adarius Glanton,OLB,150000,0.1,2015,Tampa Bay Buccaneers
Josh Huff,WR,141176,0.09,2016,Tampa Bay Buccaneers
David Rivers III,CB,141175,0.07,2018,Tampa Bay Buccaneers
Bobo Wilson,WR,136765,0.08,2017,Tampa Bay Buccaneers
Michael Liedtke,G,136765,0.08,2017,Tampa Bay Buccaneers
Pat O'Connor,DE,136765,0.08,2017,Tampa Bay Buccaneers
John Hughes,DE,134117,0.08,2016,Tampa Bay Buccaneers
Da'Quan Bowers,DT,131470,0.09,2015,Tampa Bay Buccaneers
Cameron Brate,TE,123529,0.09,2014,Tampa Bay Buccaneers
Josh Allen,C,123529,0.09,2014,Tampa Bay Buccaneers
Jason Williams,OLB,100588,0.07,2014,Tampa Bay Buccaneers
Solomon Patton,WR,98823,0.07,2014,Tampa Bay Buccaneers
Tanner Hudson,TE,84705,0.04,2018,Tampa Bay Buccaneers
Riley Bullough,ILB,82059,0.05,2017,Tampa Bay Buccaneers
Adam Gettis,G,81176,0.05,2017,Tampa Bay Buccaneers
Mike James,RB,68823,0.05,2015,Tampa Bay Buccaneers
